Date,Ticker,Call Volume,Put Volume,P/C Ratio,Time
2025-06-03,SLSR,1474,0,0,14:19:00
2025-06-03,STKS,11,702,63.82,14:19:00
2025-06-03,GAIN,11,8,0.73,14:19:00
2025-06-03,IMMP,2,5,2.5,14:19:00
2025-06-03,GME,53008,9604,0.18,20:10:00
2025-06-03,TSLA,642910,401444,0.62,20:10:00
2025-06-03,AMC,18430,6231,0.34,20:10:00
2025-06-03,AAPL,149783,56333,0.38,20:10:00
2025-06-03,NVDA,856469,525392,0.61,20:10:00
2025-06-03,BYSI,1,0,0,20:10:00
2025-06-03,SLSR,1474,0,0,20:10:00
2025-06-03,STKS,11,702,63.82,20:10:00
2025-06-03,GAIN,11,8,0.73,20:10:00
2025-06-03,IMMP,2,5,2.5,20:10:00
2025-06-04,GME,27500,8674,0.32,11:26:00
2025-06-04,TSLA,406089,324648,0.8,11:26:00
2025-06-04,AMC,5702,1421,0.25,11:26:00
2025-06-04,AAPL,120983,55526,0.46,11:26:00
2025-06-04,NVDA,275014,231901,0.84,11:26:00
2025-06-04,BYSI,1,0,0,11:26:00
2025-06-04,SLSR,1474,0,0,11:26:00
2025-06-04,STKS,11,702,63.82,11:26:00
2025-06-04,GAIN,11,8,0.73,11:26:00
2025-06-04,IMMP,2,5,2.5,11:26:00
2025-06-04,GME,83742,16474,0.2,15:38:00
2025-06-04,TSLA,710905,486800,0.68,15:38:00
2025-06-04,AMC,14878,2387,0.16,15:38:00
2025-06-04,AAPL,205832,115576,0.56,15:38:00
2025-06-04,NVDA,545755,370875,0.68,15:38:00
2025-06-04,BYSI,1,0,0,15:38:00
2025-06-04,SLSR,1474,0,0,15:38:00
2025-06-04,STKS,16,702,43.88,15:38:00
2025-06-04,GAIN,11,8,0.73,15:38:00
2025-06-04,IMMP,2,5,2.5,15:38:00
2025-06-04,GME,92134,18357,0.2,21:24:00
2025-06-04,TSLA,779946,528190,0.68,21:24:00
2025-06-04,AMC,16459,2458,0.15,21:24:00
2025-06-04,AAPL,233990,133406,0.57,21:24:00
2025-06-04,NVDA,623830,414785,0.66,21:24:00
2025-06-04,BYSI,1,0,0,21:24:00
2025-06-04,SLSR,1474,0,0,21:24:00
2025-06-04,STKS,16,702,43.88,21:24:00
2025-06-04,GAIN,11,8,0.73,21:24:00
2025-06-04,IMMP,2,1,0.5,21:24:00
2025-06-05,GME,17965,4739,0.26,11:09:00
2025-06-05,TSLA,398105,376681,0.95,11:09:00
